student_id,first_name,last_name,date_of_birth,nationality,domicile,programme_code,programme_name,enrolment_status,fee_status,enrolment_date,expected_end_date
SRS07726,Callum,Ho,1993-09-11,GBR,Wales,MBA,MBA Business Administration,Deferred,Home,2022-09-26,2026-06-30
SRS07727,Felix,Brady,2003-07-16,GBR,England,MBA,MBA Business Administration,Active,Home,2025-09-15,2029-06-30
SRS07728,Bethany,Ndiaye,1998-06-11,NGA,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2024-09-17,2027-06-30
SRS07729,Thomas,O'Brien,1998-02-12,GBR,England,MBA,MBA Business Administration,Active,Home,2023-09-18,2026-06-30
SRS07730,Henry,Diop,2000-09-08,,England,BA_HIST,BA History,Active,Home,2025-09-22,2028-06-30
SRS07731,Freya,Walsh,1992-06-22,GBR,England,MSC_DATA,MSc Data Science,Withdrawn,Home,2023-09-22,2027-06-30
SRS07732,Maya,Costa,1997-07-28,GBR,Wales,MENG_CIVIL,MEng Civil Engineering,Active,Home,2023-09-25,2027-06-30
SRS07733,Matthew,James,1999-02-09,GBR,Northern Ireland,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-25,2026-06-30
SRS07734,Amber,Flynn,2006-11-18,GBR,Northern Ireland,MENG_CIVIL,MEng Civil Engineering,Withdrawn,Home,2022-09-28,2026-06-30
SRS07735,Jessica,Hussain,2005-12-12,GBR,England,BA_HIST,BA History,Withdrawn,Home,2023-09-21,2026-06-30
SRS07736,Zoe,Graham,1996-11-23,GBR,Scotland,BA_HIST,BA History,Active,Home,2023-09-24,2026-06-30
SRS07737,Bethany,Warsame,1994-12-31,GBR,Scotland,MSC_DATA,MSc Data Science,Active,Home,2024-09-15,2028-06-30
SRS07738,Thomas,Richardson,2001-08-18,GBR,England,BA_ENG,BA English Literature,Active,Home,2024-09-22,2028-06-30
SRS07739,Layla,Rahman,2005-03-03,IND,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2023-09-22,2026-06-30
SRS07740,Patrick,Larsen,2004-07-11,GBR,Scotland,BSC_BUS,BSc Business Management,Suspended,Home,2023-09-21,2027-06-30
SRS07741,Rory,Kaur,1990-12-19,,England,BSC_NURS,BSc Nursing,Active,Home,2025-09-30,2028-06-30
SRS07742,Eleanor,Price,1993-07-07,GBR,England,MBA,MBA Business Administration,Active,Home,2023-09-22,2027-06-30
SRS07743,Poppy,Howard,2003-10-04,GBR,England,MBA,MBA Business Administration,Withdrawn,Home,2024-09-16,2027-06-30
SRS07744,Aisha,James,2002-10-25,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2024-09-20,2027-06-30
SRS07745,Samuel,Fontana,1991-01-20,GBR,Wales,BA_ENG,BA English Literature,Withdrawn,Home,2024-09-17,2028-06-30
SRS07746,Ava,Morgan,2007-02-10,GBR,England,MBA,MBA Business Administration,Active,Home,2024-09-15,2027-06-30
SRS07747,Poppy,Abdi,1995-01-29,GBR,Wales,BSC_BUS,BSc Business Management,Withdrawn,Home,2024-09-25,2027-06-30
SRS07748,Ellie,Yusuf,1996-01-23,IRN,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2022-09-26,2026-06-30
SRS07749,Aoife,Warsame,2001-12-23,,England,BSC_BUS,BSc Business Management,Active,Home,2024-09-28,2028-06-30
SRS07750,Freya,Cox,2004-07-08,GBR,Northern Ireland,BA_ENG,BA English Literature,Active,Home,2025-09-23,2029-06-30
SRS07751,Callum,Bianchi,1990-06-03,CHN,Overseas,BA_HIST,BA History,Active,Overseas,2025-09-24,2029-06-30
SRS07752,Jessica,Singh,2004-05-15,GBR,Scotland,BSC_BUS,BSc Business Management,Active,Home,2023-09-20,2026-06-30
SRS07753,Siobhan,Mitchell,1996-08-28,CHN,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2025-09-21,2029-06-30
SRS07754,Aisha,Ferrari,1992-10-23,NGA,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2022-09-16,2025-06-30
SRS07755,Sebastian,Edwards,1996-07-28,USA,Overseas,BA_HIST,BA History,Active,Overseas,2025-09-22,2029-06-30
SRS07756,Niamh,Okafor,2000-07-24,GBR,England,MBA,MBA Business Administration,Active,Home,2025-09-24,2029-06-30
SRS07757,Edward,Roberts,2003-01-14,IRN,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2025-09-16,2028-06-30
SRS07758,Charlie,Osei,1999-05-24,MYS,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2024-09-30,2027-06-30
SRS07759,Natalie,Hussein,1991-02-19,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-24,2026-06-30
SRS07760,Imogen,Mitchell,2004-01-20,MYS,Overseas,MBA,MBA Business Administration,Active,Overseas,2023-09-16,2027-06-30
SRS07761,Imogen,Flynn,1990-09-08,GBR,England,MSC_DATA,MSc Data Science,Withdrawn,Home,2024-09-18,2027-06-30
SRS07762,Ali,Thompson,2006-03-04,GBR,Northern Ireland,BSC_COMPSCI,BSc Computer Science,Active,Home,2023-09-24,2026-06-30
SRS07763,Bilal,Hussain,1991-02-13,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2024-09-29,2027-06-30
SRS07764,Hassan,Walsh,2002-09-24,GBR,England,MBA,MBA Business Administration,Active,Home,2025-09-21,2028-06-30
SRS07765,Hugo,Warsame,1996-06-09,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2023-09-29,2026-06-30
SRS07766,Henry,Byrne,1990-03-19,IND,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2025-09-22,2028-06-30
SRS07767,Theo,McCarthy,2003-06-28,IND,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2022-09-23,2025-06-30
SRS07768,Poppy,Price,1991-06-24,GBR,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2025-09-16,2028-06-30
SRS07769,Priya,Fontana,1999-05-26,PAK,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2022-09-22,2026-06-30
SRS07770,Zac,Byrne,2005-09-05,IRN,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2022-09-21,2025-06-30
SRS07771,Siobhan,Price,1997-12-12,ITA,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2025-09-28,2028-06-30
SRS07772,Ella,Toure,2000-10-31,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2022-09-23,2026-06-30
SRS07773,Yusuf,Ferrari,1995-02-12,CHN,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2022-09-18,2026-06-30
SRS07774,Jack,Bah,2000-09-19,GBR,England,BA_HIST,BA History,Withdrawn,Home,2025-09-29,2029-06-30
SRS07775,Siobhan,Morgan,1999-04-25,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-25,2025-06-30
SRS07776,Luke,Cooper,1992-11-10,GBR,England,BSC_BUS,BSc Business Management,Suspended,Home,2025-09-29,2028-06-30
SRS07777,Harry,O'Sullivan,1996-06-17,GBR,Wales,BA_HIST,BA History,Active,Home,2023-09-18,2026-06-30
SRS07778,Molly,Sharma,1993-10-06,PAK,Overseas,BSC_NURS,BSc Nursing,Withdrawn,Overseas,2022-09-16,2025-06-30
SRS07779,Oscar,Richardson,1999-02-04,ZWE,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2023-09-30,2026-06-30
SRS07780,Harriet,Singh,1998-07-26,,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-22,2025-06-30
SRS07781,Alice,Ryan,2005-07-30,USA,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2025-09-20,2029-06-30
SRS07782,Ellie,Omar,2007-06-24,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2023-09-25,2027-06-30
SRS07783,Siobhan,Ward,2005-07-25,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2024-09-30,2027-06-30
SRS07784,Madeleine,Omar,1993-02-07,NGA,Overseas,BSC_NURS,BSc Nursing,Withdrawn,Overseas,2024-09-17,2028-06-30
SRS07785,Muhammad,Rahman,1992-10-28,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-22,2026-06-30
SRS07786,Hassan,Morgan,1998-03-18,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-19,2026-06-30
SRS07787,Ryan,Williams,1995-11-14,GBR,England,BSC_BUS,BSc Business Management,Suspended,Home,2023-09-17,2027-06-30
SRS07788,Lucas,Ho,2003-04-28,CHN,Overseas,BSC_BUS,BSc Business Management,Deferred,Overseas,2022-09-22,2026-06-30
SRS07789,Seren,Costa,1993-06-13,GBR,England,MBA,MBA Business Administration,Active,Home,2025-09-17,2029-06-30
SRS07790,Maya,Berg,1990-09-28,GBR,England,BSC_COMPSCI,BSc Computer Science,Withdrawn,Home,2025-09-28,2028-06-30
SRS07791,Matthew,Diop,1994-12-14,,Northern Ireland,MENG_CIVIL,MEng Civil Engineering,Active,Home,2022-09-30,2026-06-30
SRS07792,Harriet,Larsen,1999-04-03,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2022-09-24,2026-06-30
SRS07793,Rhys,Eriksson,2007-07-16,GBR,Scotland,BSC_PSYCH,BSc Psychology,Active,Home,2022-09-25,2025-06-30
SRS07794,Emre,O'Brien,2003-06-13,IND,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2025-09-20,2029-06-30
SRS07795,Arjun,Clarke,1995-03-07,ZWE,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2024-09-17,2028-06-30
SRS07796,Isabella,Jackson,1991-03-11,GBR,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2025-09-25,2029-06-30
SRS07797,Olivia,Singh,2003-05-10,IND,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2024-09-26,2028-06-30
SRS07798,Verity,Evans,2007-01-21,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2023-09-27,2026-06-30
SRS07799,Jasmine,McCarthy,1991-11-24,NGA,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2022-09-16,2026-06-30
SRS07800,Matthew,James,2006-02-06,GBR,England,BA_ENG,BA English Literature,Active,Home,2024-09-21,2027-06-30
SRS07801,Olivia,Chan,1996-01-08,IND,Overseas,BA_ENG,BA English Literature,Active,Overseas,2024-09-15,2028-06-30
SRS07802,Poppy,Islam,2004-02-14,USA,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2024-09-22,2028-06-30
SRS07803,Claudia,White,1991-04-26,ZWE,Overseas,MBA,MBA Business Administration,Active,Overseas,2024-09-30,2027-06-30
SRS07804,Theo,Byrne,1992-04-01,GBR,Scotland,BSC_NURS,BSc Nursing,Withdrawn,Home,2024-09-20,2027-06-30
SRS07805,Liam,Ricci,2005-03-23,GBR,England,BSC_PSYCH,BSc Psychology,Deferred,Home,2023-09-16,2027-06-30
SRS07806,Niamh,Kim,1997-06-13,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-16,2025-06-30
SRS07807,Nadia,Ricci,1993-04-29,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2025-09-22,2028-06-30
SRS07808,Laura,Jama,2000-06-20,MYS,Overseas,BSC_BUS,BSc Business Management,Suspended,Overseas,2024-09-26,2028-06-30
SRS07809,Miriam,Ali,1995-06-04,GBR,England,BA_HIST,BA History,Active,Home,2025-09-26,2029-06-30
SRS07810,Elliot,Ryan,1992-06-09,GBR,Northern Ireland,MENG_CIVIL,MEng Civil Engineering,Active,Home,2022-09-22,2025-06-30
SRS07811,Isabella,Svensson,2005-12-10,GBR,Scotland,BSC_COMPSCI,BSc Computer Science,Active,Home,2022-09-30,2026-06-30
SRS07812,Hannah,Asante,1992-07-20,GBR,Wales,BA_HIST,BA History,Active,Home,2023-09-27,2026-06-30
SRS07813,Ruth,Cheung,2006-11-14,GBR,Scotland,BA_HIST,BA History,Active,Home,2025-09-24,2028-06-30
SRS07814,Alfie,Hansen,2000-04-27,GBR,England,MBA,MBA Business Administration,Active,Home,2024-09-22,2028-06-30
SRS07815,Dominic,Mancini,1994-02-19,GBR,Wales,BSC_NURS,BSc Nursing,Active,Home,2023-09-27,2026-06-30
SRS07816,Lily,Omar,1994-02-02,GBR,Northern Ireland,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-25,2026-06-30
SRS07817,Megan,Lam,1998-11-19,CHN,Overseas,BSC_MATHS,BSc Mathematics,Withdrawn,Overseas,2022-09-29,2025-06-30
SRS07818,Charlotte,O'Sullivan,1996-12-20,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2022-09-20,2026-06-30
SRS07819,Millie,Bah,1991-06-24,GBR,Scotland,BSC_BUS,BSc Business Management,Active,Home,2025-09-18,2028-06-30
SRS07820,Phoebe,Jama,1995-10-20,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2024-09-20,2028-06-30
SRS07821,Tariq,Ward,2001-01-08,GBR,Wales,BA_ENG,BA English Literature,Active,Home,2023-09-29,2026-06-30
SRS07822,Ryan,Walker,1997-05-13,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2023-09-30,2027-06-30
SRS07823,Hassan,Price,1999-06-12,,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2023-09-19,2027-06-30
SRS07824,Priya,Martin,2002-10-27,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2025-09-21,2029-06-30
SRS07825,Kieran,Robinson,2007-09-03,GBR,Scotland,MBA,MBA Business Administration,Active,Home,2025-09-18,2028-06-30
SRS07826,Sebastian,Jones,1990-04-15,GBR,Scotland,BSC_BUS,BSc Business Management,Active,Home,2025-09-18,2028-06-30
SRS07827,Arjun,Hussein,1990-04-05,,England,BSC_COMPSCI,BSc Computer Science,Deferred,Home,2025-09-17,2029-06-30
SRS07828,Molly,Costa,2004-03-22,GBR,England,BA_ENG,BA English Literature,Deferred,Home,2023-09-21,2026-06-30
SRS07829,Harriet,Ryan,1991-06-23,GBR,Wales,MBA,MBA Business Administration,Active,Home,2024-09-18,2027-06-30
SRS07830,Cameron,Sharma,2001-09-13,GBR,England,BA_HIST,BA History,Deferred,Home,2025-09-18,2028-06-30
SRS07831,Zara,White,1995-12-19,CHN,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2022-09-26,2025-06-30
SRS07832,Ryan,Wilson,1992-10-28,GBR,England,BA_HIST,BA History,Deferred,Home,2023-09-24,2027-06-30
SRS07833,Kai,Holm,2003-09-10,,Northern Ireland,MENG_CIVIL,MEng Civil Engineering,Active,Home,2024-09-15,2027-06-30
SRS07834,Connor,Hall,2007-11-18,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2023-09-25,2026-06-30
SRS07835,Harry,Wood,1994-12-30,CHN,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2025-09-21,2028-06-30
SRS07836,Millie,Hassan,1994-11-17,GBR,England,BSC_COMPSCI,BSc Computer Science,Suspended,Home,2024-09-24,2028-06-30
SRS07837,Olivia,Kim,1997-05-27,,England,MSC_DATA,MSc Data Science,Active,Home,2023-09-17,2027-06-30
SRS07838,Harriet,Costa,2003-09-13,IND,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2022-09-21,2025-06-30
SRS07839,Olivia,Davies,2001-10-31,GBR,Scotland,MBA,MBA Business Administration,Deferred,Home,2024-09-30,2028-06-30
SRS07840,Oliver,Kim,2006-07-13,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2025-09-17,2029-06-30
SRS07841,Georgia,Shaw,1996-02-14,GBR,Scotland,MENG_CIVIL,MEng Civil Engineering,Active,Home,2024-09-23,2028-06-30
SRS07842,Rory,Howard,2000-01-22,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2024-09-15,2028-06-30
SRS07843,Isobel,Yusuf,2007-12-20,GBR,England,BSC_MATHS,BSc Mathematics,Withdrawn,Home,2022-09-25,2026-06-30
SRS07844,Megan,Bah,1996-11-13,GBR,England,MENG_CIVIL,MEng Civil Engineering,Deferred,Home,2025-09-30,2029-06-30
SRS07845,Ruth,Lam,1993-09-02,CHN,Overseas,BA_HIST,BA History,Deferred,Overseas,2024-09-22,2027-06-30
SRS07846,Muhammad,Graham,1993-07-17,,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2022-09-25,2025-06-30
SRS07847,Freddie,Ahmed,2002-11-26,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-20,2027-06-30
SRS07848,Rhys,Richardson,2002-01-31,,Scotland,BSC_BUS,BSc Business Management,Active,Home,2025-09-17,2028-06-30
SRS07849,Jack,Andersson,2004-04-18,GBR,England,MBA,MBA Business Administration,Active,Home,2022-09-15,2025-06-30
SRS07850,Clara,Ferrari,1995-06-09,,Overseas,BA_ENG,BA English Literature,Active,Overseas,2025-09-24,2029-06-30
SRS07851,Edward,Okafor,2007-10-22,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2025-09-26,2028-06-30
SRS07852,Leon,Rahman,2007-01-31,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2024-09-16,2028-06-30
SRS07853,Niamh,Reid,2004-07-09,GBR,England,BSC_COMPSCI,BSc Computer Science,Suspended,Home,2025-09-26,2028-06-30
SRS07854,Leila,Brooks,2007-02-03,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2023-09-15,2026-06-30
SRS07855,Hugo,Park,1997-03-31,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-15,2027-06-30
SRS07856,Georgia,Mensah,2003-10-30,CHN,Overseas,BA_ENG,BA English Literature,Active,Overseas,2022-09-28,2025-06-30
SRS07857,Oliver,O'Sullivan,1999-05-12,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2025-09-26,2029-06-30
SRS07858,Charlotte,White,2005-05-08,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2023-09-21,2027-06-30
SRS07859,Zac,Bah,1999-04-27,GBR,Scotland,BA_ENG,BA English Literature,Active,Home,2023-09-16,2027-06-30
SRS07860,Jude,Conti,2005-07-22,GBR,England,BA_ENG,BA English Literature,Suspended,Home,2024-09-19,2027-06-30
SRS07861,Benjamin,White,2000-10-17,NGA,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2022-09-24,2025-06-30
SRS07862,Rohan,Brown,2007-08-31,GBR,England,MBA,MBA Business Administration,Active,Home,2023-09-19,2026-06-30
SRS07863,Oliver,Price,2000-09-09,IRN,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2024-09-29,2028-06-30
SRS07864,Sarah,Jones,2007-11-19,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2022-09-23,2026-06-30
SRS07865,Harry,Davies,1991-11-07,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2023-09-24,2026-06-30
SRS07866,Reuben,Howard,1997-12-01,CHN,Overseas,BSC_BUS,BSc Business Management,Withdrawn,Overseas,2024-09-16,2027-06-30
SRS07867,Leon,Cooper,1995-08-04,GBR,England,BA_HIST,BA History,Active,Home,2022-09-21,2026-06-30
SRS07868,Benjamin,Walsh,2003-05-08,CHN,Overseas,BSC_COMPSCI,BSc Computer Science,Withdrawn,Overseas,2025-09-30,2029-06-30
SRS07869,Thomas,Kaur,1990-06-12,NGA,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2023-09-24,2026-06-30
SRS07870,Ellie,Ndiaye,2007-09-17,GBR,England,BA_HIST,BA History,Active,Home,2024-09-15,2028-06-30
SRS07871,Sarah,Howard,1993-10-14,GBR,Wales,MSC_DATA,MSc Data Science,Active,Home,2023-09-19,2027-06-30
SRS07872,Luke,Campbell,1993-09-23,,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2022-09-15,2025-06-30
SRS07873,Cara,Warsame,1999-09-04,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2024-09-29,2028-06-30
SRS07874,Joel,Thomas,2007-04-02,,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2024-09-19,2028-06-30
SRS07875,Emily,Jackson,1993-09-01,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2022-09-22,2026-06-30
SRS07876,Phoebe,Ricci,2006-08-21,GBR,England,MBA,MBA Business Administration,Active,Home,2023-09-27,2026-06-30
SRS07877,Ali,Flynn,1996-10-03,GBR,England,MSC_DATA,MSc Data Science,Withdrawn,Home,2024-09-23,2028-06-30
SRS07878,Rebecca,Singh,2000-06-06,GBR,England,BSC_PSYCH,BSc Psychology,Withdrawn,Home,2025-09-24,2029-06-30
SRS07879,Olivia,Walsh,2006-05-05,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2023-09-18,2026-06-30
SRS07880,Alexander,Evans,2007-06-25,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2022-09-19,2026-06-30
SRS07881,Max,Diallo,1995-04-20,IND,Overseas,BA_HIST,BA History,Withdrawn,Overseas,2022-09-19,2026-06-30
SRS07882,Evie,Taylor,1999-01-12,,Northern Ireland,BSC_BUS,BSc Business Management,Active,Home,2022-09-30,2026-06-30
SRS07883,Phoebe,Jackson,1997-04-11,ZWE,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2025-09-25,2028-06-30
SRS07884,Nadia,Hussein,1990-03-28,ITA,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2023-09-26,2027-06-30
SRS07885,Ali,Esposito,1990-12-16,,England,BSC_BUS,BSc Business Management,Active,Home,2025-09-18,2028-06-30
SRS07886,Eleanor,Abdi,2006-02-21,IRN,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2025-09-28,2028-06-30
SRS07887,Chloe,Stewart,1994-07-20,GBR,Northern Ireland,BSC_BUS,BSc Business Management,Active,Home,2023-09-15,2027-06-30
SRS07888,Georgia,Robinson,1993-03-19,CHN,Overseas,BA_ENG,BA English Literature,Suspended,Overseas,2023-09-29,2026-06-30
SRS07889,Alfie,Watson,2003-07-29,USA,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2025-09-21,2028-06-30
SRS07890,Ethan,Conti,2002-08-16,GBR,England,MSC_DATA,MSc Data Science,Withdrawn,Home,2024-09-21,2027-06-30
SRS07891,Alfie,Wood,1990-05-11,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2023-09-23,2027-06-30
SRS07892,Ethan,Patel,2002-11-21,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2022-09-30,2026-06-30
SRS07893,Abigail,Greco,1990-11-07,GBR,England,MBA,MBA Business Administration,Active,Home,2024-09-19,2027-06-30
SRS07894,Luke,Hassan,2005-10-09,GBR,England,MENG_CIVIL,MEng Civil Engineering,Suspended,Home,2025-09-15,2029-06-30
SRS07895,Leah,Kumar,2004-04-08,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2022-09-29,2026-06-30
SRS07896,Phoebe,James,1991-04-01,GBR,England,MBA,MBA Business Administration,Active,Home,2024-09-16,2027-06-30
SRS07897,Chloe,Bah,1999-09-12,CHN,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2022-09-29,2026-06-30
SRS07898,Isla,Hussain,1996-09-28,GBR,England,BA_ENG,BA English Literature,Active,Home,2025-09-26,2029-06-30
SRS07899,Rhys,Hassan,2000-03-02,,England,BSC_BUS,BSc Business Management,Active,Home,2024-09-29,2027-06-30
SRS07900,Liam,Stewart,1999-02-13,GBR,England,BA_ENG,BA English Literature,Active,Home,2024-09-16,2027-06-30
SRS07901,Kai,Ho,1991-07-08,GBR,England,MSC_DATA,MSc Data Science,Withdrawn,Home,2023-09-17,2026-06-30
SRS07902,James,Ferrari,2004-06-19,CHN,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2025-09-18,2028-06-30
SRS07903,Emre,Doherty,1996-12-28,GBR,Northern Ireland,MBA,MBA Business Administration,Active,Home,2024-09-29,2027-06-30
SRS07904,Mia,Hussain,1996-10-02,MYS,Overseas,BSC_PSYCH,BSc Psychology,Withdrawn,Overseas,2023-09-28,2027-06-30
SRS07905,Cameron,Ahmed,1993-04-08,GBR,England,MBA,MBA Business Administration,Active,Home,2025-09-24,2028-06-30
SRS07906,Tariq,James,2000-02-17,USA,Overseas,BA_ENG,BA English Literature,Withdrawn,Overseas,2022-09-28,2025-06-30
SRS07907,Rory,O'Sullivan,2001-04-15,,Scotland,BSC_BUS,BSc Business Management,Active,Home,2022-09-18,2025-06-30
SRS07908,Reuben,Brooks,2000-12-18,,Scotland,BSC_PSYCH,BSc Psychology,Withdrawn,Home,2023-09-15,2027-06-30
SRS07909,Charlotte,Andersson,1995-08-06,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2022-09-21,2026-06-30
SRS07910,Leah,Berg,2006-07-17,ITA,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2022-09-18,2026-06-30
SRS07911,Verity,Diop,2005-10-29,GBR,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2025-09-16,2029-06-30
SRS07912,Cara,Park,1997-04-15,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2024-09-29,2027-06-30
SRS07913,Yasmin,Smith,1997-02-18,GBR,Northern Ireland,BSC_BUS,BSc Business Management,Active,Home,2025-09-25,2029-06-30
SRS07914,Aiden,O'Brien,1995-10-30,IND,Overseas,BA_ENG,BA English Literature,Withdrawn,Overseas,2024-09-24,2028-06-30
SRS07915,Isabella,Kaur,2004-10-09,NGA,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2024-09-16,2027-06-30
SRS07916,Sarah,Owusu,1991-03-07,CHN,Overseas,BA_HIST,BA History,Suspended,Overseas,2024-09-15,2027-06-30
SRS07917,Mia,Johnson,2006-01-09,GBR,Northern Ireland,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-30,2027-06-30
SRS07918,Reuben,Warsame,1996-05-16,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2023-09-17,2027-06-30
SRS07919,Ellis,Ryan,1993-12-13,GBR,Scotland,BA_HIST,BA History,Active,Home,2023-09-15,2027-06-30
SRS07920,Ruth,Flynn,2004-05-20,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2024-09-17,2027-06-30
SRS07921,Arjun,Ali,1995-07-30,IRN,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2022-09-24,2025-06-30
SRS07922,Callum,Thomas,1992-10-20,GBR,England,BSC_COMPSCI,BSc Computer Science,Withdrawn,Home,2023-09-28,2027-06-30
SRS07923,Olivia,Morgan,1998-12-26,CHN,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2022-09-24,2025-06-30
SRS07924,Max,Ferrari,2003-11-21,CHN,Overseas,MBA,MBA Business Administration,Active,Overseas,2025-09-20,2029-06-30
SRS07925,Benjamin,Murray,2001-01-19,GBR,Northern Ireland,BA_HIST,BA History,Active,Home,2022-09-30,2026-06-30
SRS07926,Connor,Murphy,2003-06-06,MYS,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2023-09-24,2027-06-30
SRS07927,Sophia,Howard,1993-03-22,GBR,England,BA_ENG,BA English Literature,Withdrawn,Home,2023-09-19,2027-06-30
SRS07928,Ava,Ahmed,2006-03-29,ZWE,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2023-09-18,2027-06-30
SRS07929,Sarah,Morgan,2005-10-27,,England,MSC_DATA,MSc Data Science,Active,Home,2024-09-27,2027-06-30
SRS07930,Emre,Eriksson,2006-10-27,GBR,Scotland,BA_ENG,BA English Literature,Active,Home,2023-09-24,2026-06-30
SRS07931,Grace,Shaw,1991-05-17,GBR,England,BA_ENG,BA English Literature,Active,Home,2023-09-30,2027-06-30
SRS07932,Dylan,Hussain,2006-06-24,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2025-09-19,2029-06-30
