student_ref,first_name,last_name,date_of_birth,fee_status,tuition_fee_amount,bursary_flag,payment_status,enrolment_status,academic_year
FIN06299,William,Ali,1995-12-28,H,9250,N,Paid,Inactive,2025/26
FIN06300,Eleanor,Campbell,1996-06-21,H,9250,N,Paid,Enrolled,2025/26
FIN06301,Reuben,Collins,2006-10-14,H,9250,N,Outstanding,Inactive,2025/26
FIN06302,Evie,Edwards,1998-11-14,H,9250,N,Outstanding,Enrolled,2025/26
FIN06303,Lucas,White,1990-01-21,O,21000,N,Paid,Enrolled,2025/26
FIN06304,Ali,Yusuf,2000-01-01,H,9250,N,Paid,Enrolled,2025/26
FIN06305,Layla,Hussain,2002-08-03,H,9250,N,Paid,Enrolled,2025/26
FIN06306,Rebecca,Turner,2003-09-03,H,9250,N,Paid,Enrolled,2025/26
FIN06307,Leah,Richardson,2007-06-04,H,9250,N,Paid,Enrolled,2025/26
FIN06308,Isla,Robinson,1990-07-03,O,21000,Y,Paid,Enrolled,2025/26
FIN06309,Jasmine,Gupta,2000-10-11,H,9250,N,Outstanding,Enrolled,2025/26
FIN06310,Erin,Cheung,1997-09-14,H,9250,N,Partial,Enrolled,2025/26
FIN06311,Maya,Edwards,1991-11-05,H,9250,N,Paid,Enrolled,2025/26
FIN06312,Ethan,Turner,2004-12-11,H,9250,N,Paid,Enrolled,2025/26
FIN06313,Ibrahim,O'Sullivan,2007-07-11,O,18000,N,Outstanding,Enrolled,2025/26
FIN06314,Marcus,Wilson,2002-08-14,H,9250,N,Paid,Enrolled,2025/26
FIN06315,Erin,Andersson,2005-08-19,O,21000,N,Paid,Enrolled,2025/26
FIN06316,Clara,Turner,2002-10-10,H,9250,N,Paid,Enrolled,2025/26
FIN06317,Isla,Larsen,1992-03-30,H,9250,N,Paid,Enrolled,2025/26
FIN06318,Toby,Ryan,2003-08-14,H,9250,Y,Outstanding,Enrolled,2025/26
FIN06319,Chloe,Eriksson,2001-04-28,H,9250,N,Paid,Enrolled,2025/26
FIN06320,Ella,Conti,1991-06-14,H,9250,N,Paid,Enrolled,2025/26
FIN06321,Harry,Harris,2000-03-25,H,9250,Y,Partial,Enrolled,2025/26
FIN06322,Kate,Singh,2000-11-02,H,9250,N,Partial,Deferred,2025/26
FIN06323,Aiden,Osei,1998-05-28,H,9250,N,Partial,Enrolled,2025/26
FIN06324,Connor,Singh,1998-04-22,O,21000,N,Paid,Enrolled,2025/26
FIN06325,Siobhan,Mitchell,1991-07-16,H,9250,N,Paid,Suspended,2025/26
FIN06326,Zara,James,1993-06-08,H,9250,Y,Outstanding,Inactive,2025/26
FIN06327,Aisha,Bah,2002-11-04,H,9250,N,Paid,Enrolled,2025/26
FIN06328,Omar,Walker,2005-03-13,O,15000,Y,Partial,Enrolled,2025/26
FIN06329,Cian,Thomas,2005-06-07,H,9250,N,Outstanding,Enrolled,2025/26
FIN06330,Rohan,Jones,1996-03-21,H,9250,Y,Paid,Enrolled,2025/26
FIN06331,Pippa,Esposito,1996-09-14,H,9250,N,Outstanding,Enrolled,2025/26
FIN06332,Ellie,Okafor,1992-02-26,H,9250,N,Paid,Enrolled,2025/26
FIN06333,Alice,Brown,2007-10-19,H,9250,N,Outstanding,Suspended,2025/26
FIN06334,Rosa,Ryan,1996-11-18,H,9250,N,Paid,Deferred,2025/26
FIN06335,Matthew,Davies,2003-07-20,O,15000,Y,Paid,Inactive,2025/26
FIN06336,Sebastian,Hansen,2007-07-06,H,9250,Y,Partial,Enrolled,2025/26
FIN06337,Luke,Hussein,1993-09-15,H,9250,N,Outstanding,Enrolled,2025/26
FIN06338,Yusuf,Hussein,1997-08-09,H,9250,N,Paid,Enrolled,2025/26
FIN06339,Seren,Islam,1994-08-15,O,24000,N,Partial,Enrolled,2025/26
FIN06340,Amber,Diop,2005-01-28,O,18000,N,Partial,Enrolled,2025/26
FIN06341,Mia,Berg,1992-04-01,O,15000,N,Partial,Enrolled,2025/26
FIN06342,Lucas,Davies,1999-08-20,H,9250,N,Paid,Inactive,2025/26
FIN06343,Leon,Stewart,1996-03-07,O,24000,N,Partial,Inactive,2025/26
FIN06344,Amber,Price,2003-11-27,H,9250,N,Paid,Enrolled,2025/26
FIN06345,Pippa,Smith,2002-02-22,O,21000,Y,Paid,Enrolled,2025/26
FIN06346,Matthew,Nielsen,1993-12-27,O,15000,N,Paid,Enrolled,2025/26
FIN06347,Hannah,Costa,2001-08-30,H,9250,N,Outstanding,Inactive,2025/26
FIN06348,Rhys,Yip,2007-01-12,O,9250,N,Paid,Enrolled,2025/26
FIN06349,Elliot,O'Brien,2005-02-03,O,15000,N,Paid,Deferred,2025/26
FIN06350,Samuel,Ibrahim,2007-01-17,H,9250,N,Paid,Enrolled,2025/26
FIN06351,Georgia,Rahman,1995-06-27,H,9250,N,Paid,Suspended,2025/26
FIN06352,Layla,Ng,2001-08-09,H,9250,Y,Paid,Enrolled,2025/26
FIN06353,Daniel,Edwards,2007-07-05,H,9250,N,Paid,Inactive,2025/26
FIN06354,Imogen,Price,2004-06-12,H,9250,N,Outstanding,Inactive,2025/26
FIN06355,Henry,Jones,1997-07-18,H,9250,N,Paid,Enrolled,2025/26
FIN06356,Noah,Harris,2004-11-13,H,9250,N,Outstanding,Enrolled,2025/26
FIN06357,Callum,Mohamed,2002-10-17,O,24000,N,Paid,Inactive,2025/26
FIN06358,Ethan,Yusuf,2000-09-03,O,15000,N,Partial,Enrolled,2025/26
FIN06359,Clara,Wood,1996-02-08,H,9250,N,Partial,Enrolled,2025/26
FIN06360,Sebastian,Lewis,1999-11-14,H,9250,N,Partial,Inactive,2025/26
FIN06361,Jude,Ross,1999-12-24,H,9250,Y,Paid,Enrolled,2025/26
FIN06362,Zoe,Hussain,1999-09-29,H,9250,N,Partial,Enrolled,2025/26
FIN06363,Ryan,Shah,1997-11-11,H,9250,N,Paid,Enrolled,2025/26
FIN06364,George,Singh,1998-07-04,O,24000,N,Paid,Enrolled,2025/26
FIN06365,Priya,Osei,2007-07-01,H,9250,N,Paid,Enrolled,2025/26
FIN06366,Nadia,Watson,1997-02-28,H,9250,N,Paid,Inactive,2025/26
FIN06367,Jessica,Flynn,2003-01-23,O,24000,N,Paid,Enrolled,2025/26
FIN06368,Jude,Warsame,1990-10-28,H,9250,N,Partial,Deferred,2025/26
FIN06369,Madeleine,Smith,2000-10-18,H,9250,N,Outstanding,Enrolled,2025/26
FIN06370,Maya,Richardson,1990-06-03,H,9250,Y,Paid,Enrolled,2025/26
FIN06371,Daniel,Hussein,1998-02-10,O,15000,N,Paid,Inactive,2025/26
FIN06372,Rhys,Berg,1997-04-25,H,9250,N,Paid,Enrolled,2025/26
FIN06373,Dominic,James,1996-10-18,O,21000,N,Partial,Enrolled,2025/26
FIN06374,Edward,Warsame,2006-04-08,H,9250,N,Outstanding,Deferred,2025/26
FIN06375,Jack,Ibrahim,2003-09-29,H,9250,N,Paid,Inactive,2025/26
FIN06376,Cerys,Gupta,1995-11-28,H,9250,N,Outstanding,Enrolled,2025/26
FIN06377,Cara,James,2004-07-19,H,9250,N,Paid,Enrolled,2025/26
FIN06378,Jessica,Fontana,2007-10-21,H,9250,N,Paid,Enrolled,2025/26
FIN06379,Kai,Omar,2005-11-20,H,9250,N,Paid,Deferred,2025/26
FIN06380,Callum,Walsh,1994-09-19,O,21000,N,Paid,Enrolled,2025/26
FIN06381,Mason,O'Brien,2004-04-28,O,24000,N,Paid,Enrolled,2025/26
FIN06382,Olivia,Osei,1996-11-11,H,9250,N,Paid,Enrolled,2025/26
FIN06383,Maya,Yip,1994-12-29,H,9250,N,Partial,Inactive,2025/26
FIN06384,Hassan,Sharma,2007-03-06,H,9250,N,Paid,Enrolled,2025/26
FIN06385,Fatima,Shaw,1999-09-09,H,9250,N,Paid,Suspended,2025/26
FIN06386,Toby,Bah,2002-01-17,H,9250,N,Paid,Deferred,2025/26
FIN06387,Harriet,Walsh,2000-07-23,H,9250,N,Partial,Inactive,2025/26
FIN06388,Jasmine,Hassan,2004-09-28,H,9250,N,Paid,Enrolled,2025/26
FIN06389,Jessica,Turner,2001-01-18,H,9250,Y,Paid,Enrolled,2025/26
FIN06390,Rohan,Lewis,1992-04-14,H,9250,N,Paid,Enrolled,2025/26
FIN06391,Zara,Clarke,1997-07-17,O,21000,N,Paid,Enrolled,2025/26
FIN06392,Evie,McCarthy,1999-03-18,O,15000,N,Paid,Enrolled,2025/26
FIN06393,Yusuf,Esposito,2007-12-17,H,9250,N,Paid,Enrolled,2025/26
FIN06394,Isabella,McCarthy,2002-08-23,O,15000,N,Paid,Enrolled,2025/26
FIN06395,Joshua,Mancini,1993-12-02,H,9250,N,Partial,Enrolled,2025/26
FIN06396,Henry,Begum,1993-02-27,H,9250,N,Outstanding,Enrolled,2025/26
FIN06397,Patrick,Mitchell,2006-04-13,H,9250,N,Outstanding,Enrolled,2025/26
FIN06398,Jack,Clarke,1990-01-22,H,9250,N,Outstanding,Enrolled,2025/26
FIN06399,Finn,Hussain,2003-01-22,H,9250,N,Partial,Enrolled,2025/26
FIN06400,Sarah,Davies,1995-12-17,O,24000,N,Outstanding,Enrolled,2025/26
FIN06401,Arjun,Chen,2007-03-21,O,18000,N,Paid,Enrolled,2025/26
FIN06402,Leon,Diop,2003-09-27,H,9250,N,Partial,Inactive,2025/26
FIN06403,Thomas,Hughes,1991-03-17,H,9250,N,Outstanding,Enrolled,2025/26
FIN06404,Cameron,Islam,2000-12-02,H,9250,Y,Partial,Enrolled,2025/26
FIN06405,Poppy,Svensson,1999-01-31,H,9250,N,Outstanding,Enrolled,2025/26
FIN06406,Benjamin,Mensah,2005-07-25,H,9250,N,Paid,Deferred,2025/26
FIN06407,Naomi,Omar,1995-05-29,H,9250,Y,Paid,Enrolled,2025/26
FIN06408,Adam,Hall,1996-09-10,H,9250,N,Paid,Enrolled,2025/26
FIN06409,Phoebe,Mensah,1992-07-11,H,9250,N,Paid,Enrolled,2025/26
FIN06410,Alexander,Jones,1997-10-03,O,21000,N,Outstanding,Enrolled,2025/26
FIN06411,Harry,Mohamed,1994-09-21,O,24000,N,Outstanding,Enrolled,2025/26
FIN06412,Sophia,Holm,1998-01-27,H,9250,Y,Partial,Inactive,2025/26
FIN06413,Rhys,Jackson,2003-04-26,H,9250,N,Paid,Enrolled,2025/26
FIN06414,Madeleine,Gupta,2000-05-27,H,9250,N,Paid,Inactive,2025/26
FIN06415,Thomas,Reid,2000-06-19,H,9250,N,Paid,Enrolled,2025/26
FIN06416,Miriam,Stewart,1992-10-20,O,9250,N,Paid,Enrolled,2025/26
FIN06417,Max,Lam,1991-02-22,H,9250,N,Paid,Enrolled,2025/26
FIN06418,Benjamin,Turner,2004-11-22,H,9250,N,Paid,Enrolled,2025/26
FIN06419,Isobel,Roberts,1991-01-27,H,9250,N,Partial,Enrolled,2025/26
FIN06420,Callum,Edwards,1992-06-18,O,18000,N,Partial,Inactive,2025/26
FIN06421,Bilal,Kumar,1992-10-05,H,9250,N,Paid,Deferred,2025/26
FIN06422,Jacob,Kumar,1997-06-21,H,9250,N,Paid,Enrolled,2025/26
FIN06423,Joel,Mohamed,2004-06-07,H,9250,N,Partial,Enrolled,2025/26
FIN06424,Max,Taylor,1995-08-29,H,9250,Y,Paid,Enrolled,2025/26
FIN06425,Lucas,Holm,2000-05-15,O,15000,N,Outstanding,Enrolled,2025/26
FIN06426,Roisin,Doherty,2000-03-15,H,9250,Y,Paid,Enrolled,2025/26
FIN06427,Seren,White,1995-02-17,O,24000,Y,Outstanding,Enrolled,2025/26
FIN06428,Aoife,Smith,2007-03-12,O,21000,N,Paid,Enrolled,2025/26
FIN06429,Jude,Ibrahim,1996-06-15,H,9250,N,Partial,Enrolled,2025/26
FIN06430,Amelia,Shah,2003-10-14,H,9250,N,Paid,Inactive,2025/26
FIN06431,Elliot,Wood,1995-11-24,H,9250,N,Outstanding,Enrolled,2025/26
FIN06432,Marcus,Lewis,1995-05-24,H,24000,N,Paid,Enrolled,2025/26
FIN06433,Marcus,Mensah,2004-11-16,O,15000,N,Paid,Inactive,2025/26
FIN06434,Patrick,Graham,1991-08-11,H,9250,N,Outstanding,Enrolled,2025/26
FIN06435,Madeleine,Diop,2004-10-14,H,9250,N,Paid,Enrolled,2025/26
FIN06436,Thomas,Martin,1995-11-20,H,9250,N,Partial,Enrolled,2025/26
FIN06437,Laura,Singh,2005-07-28,H,9250,N,Outstanding,Inactive,2025/26
FIN06438,Rohan,Romano,2002-01-13,H,9250,N,Paid,Enrolled,2025/26
FIN06439,Erin,Fontana,2000-11-06,O,15000,N,Paid,Enrolled,2025/26
FIN06440,Clara,Murphy,1992-12-29,H,9250,N,Partial,Deferred,2025/26
FIN06441,Amber,Smith,1993-11-17,H,9250,N,Partial,Enrolled,2025/26
FIN06442,Hannah,Turner,1997-11-26,H,9250,N,Paid,Suspended,2025/26
FIN06443,Roisin,Ahmed,1998-03-12,O,21000,N,Paid,Enrolled,2025/26
FIN06444,Erin,Kaur,2000-07-03,H,9250,N,Paid,Inactive,2025/26
FIN06445,Joshua,Eriksson,2001-03-23,H,9250,N,Partial,Enrolled,2025/26
FIN06446,Lily,Clarke,1997-07-21,H,9250,N,Paid,Inactive,2025/26
FIN06447,Lucas,Walker,1999-01-01,H,9250,N,Paid,Deferred,2025/26
FIN06448,Rebecca,Hansen,1995-09-17,H,9250,Y,Partial,Inactive,2025/26
FIN06449,Dominic,Osei,1992-04-30,H,9250,N,Partial,Enrolled,2025/26
FIN06450,Harriet,Byrne,1995-01-03,H,9250,N,Paid,Enrolled,2025/26
FIN06451,Naomi,Ricci,1997-09-07,H,9250,N,Paid,Enrolled,2025/26
FIN06452,Connor,Larsen,1996-01-24,O,21000,N,Partial,Enrolled,2025/26
FIN06453,Ella,Clarke,2004-07-15,H,9250,N,Partial,Suspended,2025/26
FIN06454,Niamh,Thomas,2006-05-27,H,9250,N,Partial,Enrolled,2025/26
FIN06455,Lily,Stewart,2004-03-20,O,15000,Y,Paid,Enrolled,2025/26
FIN06456,James,Ibrahim,2000-12-10,O,18000,N,Paid,Enrolled,2025/26
FIN06457,Siobhan,Ibrahim,1996-12-06,H,9250,N,Paid,Enrolled,2025/26
FIN06458,Theo,Ho,1992-02-20,H,9250,Y,Outstanding,Enrolled,2025/26
FIN06459,Erin,Okafor,1998-10-29,H,9250,N,Partial,Enrolled,2025/26
FIN06460,Georgia,Thompson,2001-12-23,H,9250,Y,Paid,Enrolled,2025/26
FIN06461,Zac,Lam,1997-05-17,H,9250,N,Paid,Enrolled,2025/26
FIN06462,Millie,Ryan,2004-07-20,O,18000,N,Paid,Inactive,2025/26
FIN06463,Natalie,Ibrahim,1998-05-23,H,9250,Y,Paid,Enrolled,2025/26
FIN06464,Samuel,Lee,2000-06-27,O,24000,N,Partial,Enrolled,2025/26
FIN06465,Niamh,Ricci,1994-10-20,H,9250,N,Outstanding,Enrolled,2025/26
FIN06466,Toby,Smith,2003-11-24,O,18000,N,Paid,Enrolled,2025/26
FIN06467,Omar,Lindqvist,2004-12-02,O,21000,N,Partial,Enrolled,2025/26
FIN06468,Noah,Murray,1997-01-16,O,18000,N,Partial,Enrolled,2025/26
FIN06469,Ellie,Walsh,1993-05-27,O,24000,N,Paid,Enrolled,2025/26
FIN06470,Dominic,Walker,1995-05-02,O,18000,N,Paid,Enrolled,2025/26
FIN06471,Ali,Kaur,1993-03-30,H,9250,Y,Outstanding,Enrolled,2025/26
FIN06472,Verity,Robinson,2002-01-12,H,9250,N,Paid,Enrolled,2025/26
FIN06473,Adam,Mancini,1998-03-24,H,9250,N,Outstanding,Inactive,2025/26
FIN06474,Ava,Wood,1998-05-13,H,9250,N,Paid,Enrolled,2025/26
FIN06475,Olivia,Chan,1997-11-03,O,21000,N,Partial,Enrolled,2025/26
FIN06476,Layla,Kaur,2002-05-25,O,18000,N,Paid,Suspended,2025/26
FIN06477,Abigail,Ali,1990-05-25,H,9250,Y,Paid,Inactive,2025/26
FIN06478,Dominic,Cheung,2007-05-22,H,9250,N,Outstanding,Enrolled,2025/26
FIN06479,Ibrahim,Reid,2005-02-13,O,18000,N,Paid,Enrolled,2025/26
FIN06480,Edward,James,2006-10-26,H,9250,N,Paid,Enrolled,2025/26
FIN06481,Elliot,Murphy,2003-01-21,H,9250,N,Paid,Enrolled,2025/26
FIN06482,Ellis,Murphy,2007-08-16,H,9250,Y,Outstanding,Enrolled,2025/26
FIN06483,Georgia,Johnson,1997-09-19,O,21000,N,Outstanding,Enrolled,2025/26
FIN06484,Omar,Greco,2000-11-25,O,24000,N,Paid,Inactive,2025/26
FIN06485,Dylan,McCarthy,2006-10-02,H,9250,N,Paid,Enrolled,2025/26
FIN06486,Jack,Omar,2003-05-30,H,9250,N,Paid,Enrolled,2025/26
FIN06487,Charlotte,Collins,1996-10-05,O,21000,N,Paid,Enrolled,2025/26
FIN06488,Phoebe,Walsh,2000-12-10,H,9250,N,Paid,Enrolled,2025/26
FIN06489,Ali,Bianchi,1998-02-14,O,18000,N,Partial,Enrolled,2025/26
FIN06490,Ella,Kumar,2001-04-01,H,9250,N,Paid,Enrolled,2025/26
FIN06491,Joel,Holm,1992-03-11,O,9250,N,Paid,Inactive,2025/26
FIN06492,Yusuf,Park,2004-08-29,H,9250,N,Paid,Deferred,2025/26
FIN06493,Anna,Clarke,1999-03-03,O,15000,N,Paid,Enrolled,2025/26
FIN06494,Abigail,Ferrari,1999-01-10,H,9250,N,Paid,Inactive,2025/26
FIN06495,Ibrahim,Holm,1990-12-29,O,24000,N,Paid,Enrolled,2025/26
FIN06496,Edward,Walker,1993-06-26,H,9250,N,Paid,Enrolled,2025/26
FIN06497,Seren,Campbell,2007-08-30,O,18000,N,Paid,Enrolled,2025/26
FIN06498,Bilal,O'Brien,2001-11-28,H,9250,N,Paid,Enrolled,2025/26
FIN06499,Isla,Lam,2007-05-07,O,15000,N,Partial,Enrolled,2025/26
FIN06500,Sebastian,Davies,1995-11-21,H,9250,N,Partial,Enrolled,2025/26
FIN06501,Hannah,Ferrari,2004-02-02,H,9250,N,Partial,Suspended,2025/26
FIN06502,Jacob,Evans,2004-05-12,O,15000,N,Paid,Enrolled,2025/26
FIN06503,Lucas,Fontana,1992-08-21,H,9250,N,Paid,Enrolled,2025/26
FIN06504,Priya,Mancini,2007-06-03,O,15000,N,Partial,Enrolled,2025/26
FIN06505,Zac,Brooks,1994-05-04,H,9250,N,Partial,Enrolled,2025/26
FIN06506,Joshua,Farah,1999-03-18,O,15000,N,Partial,Enrolled,2025/26
FIN06507,Leila,Hughes,1993-10-05,O,18000,N,Paid,Suspended,2025/26
FIN06508,Daniel,Kim,1995-05-07,H,9250,N,Paid,Enrolled,2025/26
FIN06509,Charlie,Cheung,1994-10-15,H,9250,N,Paid,Enrolled,2025/26
FIN06510,Theo,Costa,2006-08-20,H,9250,N,Paid,Enrolled,2025/26
FIN06511,Yasmin,Owusu,2006-07-05,H,21000,N,Paid,Enrolled,2025/26
FIN06512,Erin,Eriksson,2004-09-11,O,9250,N,Paid,Enrolled,2025/26
FIN06513,Leila,Byrne,2007-08-27,H,9250,N,Partial,Enrolled,2025/26
FIN06514,Charlie,Bah,2004-04-24,O,24000,N,Partial,Enrolled,2025/26
FIN06515,Toby,Ali,1996-10-09,H,9250,N,Paid,Enrolled,2025/26
FIN06516,Toby,Thomas,1999-12-17,O,15000,N,Paid,Enrolled,2025/26
FIN06517,Cian,Murphy,1990-01-16,O,15000,N,Paid,Enrolled,2025/26
FIN06518,Grace,Campbell,1996-09-28,H,9250,N,Paid,Enrolled,2025/26
FIN06519,Bilal,Byrne,1990-05-30,O,18000,Y,Partial,Enrolled,2025/26
FIN06520,Benjamin,Harris,2000-06-06,H,9250,N,Outstanding,Enrolled,2025/26
FIN06521,Samuel,Ng,1992-04-13,O,24000,Y,Partial,Deferred,2025/26
FIN06522,Freya,Ibrahim,1995-08-24,H,9250,N,Paid,Enrolled,2025/26
FIN06523,Matthew,O'Sullivan,1998-12-25,H,9250,N,Paid,Inactive,2025/26
FIN06524,Niall,Kim,2003-04-20,O,15000,N,Partial,Inactive,2025/26
FIN06525,Cameron,Yusuf,1999-12-22,H,9250,N,Outstanding,Inactive,2025/26
FIN06526,Callum,Hall,2004-03-18,H,9250,N,Paid,Inactive,2025/26
FIN06527,Dominic,Mensah,2006-01-25,H,9250,N,Paid,Enrolled,2025/26
FIN06528,Molly,Ng,1992-02-26,H,9250,N,Paid,Enrolled,2025/26
FIN06529,Joel,Cooper,1995-09-16,H,9250,N,Outstanding,Enrolled,2025/26
FIN06530,Oscar,James,2006-05-13,H,9250,N,Partial,Enrolled,2025/26
FIN06531,Rhys,Omar,2001-01-19,O,21000,Y,Paid,Enrolled,2025/26
FIN06532,Leon,Mitchell,2005-01-06,H,9250,N,Outstanding,Enrolled,2025/26
FIN06533,Lucas,Hassan,2003-03-26,O,21000,N,Outstanding,Enrolled,2025/26
FIN06534,Oliver,Evans,2000-12-21,H,9250,N,Paid,Enrolled,2025/26
FIN06535,Joshua,Larsen,2006-02-27,H,9250,N,Paid,Deferred,2025/26
FIN06536,Aiden,Walker,2005-07-22,H,9250,N,Partial,Inactive,2025/26
FIN06537,Elliot,Ng,1995-07-05,O,21000,N,Paid,Enrolled,2025/26
FIN06538,Jude,Watson,1996-07-10,O,18000,N,Outstanding,Enrolled,2025/26
FIN06539,Isobel,Clarke,1992-10-16,H,9250,N,Paid,Enrolled,2025/26
FIN06540,Siobhan,Ricci,2002-06-21,H,9250,N,Paid,Enrolled,2025/26
FIN06541,Zara,Fontana,1997-11-01,H,9250,N,Paid,Inactive,2025/26
FIN06542,Hannah,Kim,2006-01-03,H,9250,N,Paid,Enrolled,2025/26
FIN06543,William,Martin,1997-03-01,H,9250,Y,Outstanding,Enrolled,2025/26
FIN06544,Laura,Smith,2002-10-30,O,24000,N,Partial,Enrolled,2025/26
FIN06545,Layla,Evans,1997-08-17,O,15000,N,Partial,Enrolled,2025/26
FIN06546,Hassan,Hall,1990-12-08,H,9250,N,Paid,Enrolled,2025/26
FIN06547,Sarah,Murphy,2001-08-16,H,9250,N,Partial,Enrolled,2025/26
FIN06548,Chloe,Ali,2005-12-27,H,9250,N,Partial,Deferred,2025/26
FIN06549,Cian,Flynn,1994-11-11,H,9250,N,Partial,Enrolled,2025/26
FIN06550,Rhys,Cox,2001-03-14,H,9250,N,Outstanding,Enrolled,2025/26
FIN06551,Henry,Cheung,1996-05-10,H,9250,N,Paid,Enrolled,2025/26
FIN06552,Erin,White,1998-05-13,H,9250,Y,Paid,Enrolled,2025/26
FIN06553,Pippa,Andersson,2006-01-05,O,18000,Y,Partial,Inactive,2025/26
FIN06554,Freddie,Warsame,2007-03-12,H,9250,N,Partial,Enrolled,2025/26
FIN06555,Henry,Diop,1999-01-10,O,24000,N,Partial,Deferred,2025/26
FIN06556,Alice,Chen,1990-10-31,O,24000,N,Paid,Inactive,2025/26
FIN06557,Harry,Watson,1992-10-01,H,9250,N,Paid,Inactive,2025/26
FIN06558,Claudia,Larsen,2000-05-08,H,9250,N,Partial,Enrolled,2025/26
FIN06559,Marcus,Harris,1990-07-28,H,9250,N,Paid,Enrolled,2025/26
FIN06560,Patrick,Wilson,1994-04-14,H,9250,Y,Paid,Enrolled,2025/26
FIN06561,Yasmin,Edwards,2003-08-25,H,9250,N,Paid,Enrolled,2025/26
FIN06562,Joshua,Lewis,1998-09-16,O,24000,N,Paid,Enrolled,2025/26
FIN06563,Rohan,Cooper,1992-04-05,H,9250,N,Paid,Enrolled,2025/26
FIN06564,Aiden,Cooper,1990-06-08,O,15000,N,Paid,Enrolled,2025/26
FIN06565,Zara,Lee,1991-09-30,H,9250,N,Paid,Deferred,2025/26
FIN06566,Joseph,Cooper,2000-04-27,H,9250,N,Paid,Enrolled,2025/26
FIN06567,Dominic,Petersen,1997-10-21,O,21000,Y,Paid,Enrolled,2025/26
FIN06568,Jack,Ali,2003-10-24,O,15000,N,Paid,Enrolled,2025/26
FIN06569,Edward,Greco,2005-03-15,O,15000,N,Paid,Enrolled,2025/26
FIN06570,Adam,White,1990-09-13,O,18000,N,Outstanding,Enrolled,2025/26
FIN06571,Ethan,Warsame,2004-10-12,O,18000,N,Partial,Enrolled,2025/26
FIN06572,Jessica,Bianchi,1990-11-19,H,9250,N,Paid,Enrolled,2025/26
FIN06573,Kate,Hassan,2007-01-01,O,15000,N,Paid,Enrolled,2025/26
FIN06574,Patrick,Ho,1992-05-09,H,9250,Y,Paid,Enrolled,2025/26
FIN06575,Alice,Bianchi,1999-10-31,H,9250,N,Partial,Enrolled,2025/26
FIN06576,Rebecca,Wood,2006-10-25,H,9250,N,Paid,Enrolled,2025/26
FIN06577,Ethan,Thomas,1990-10-16,H,9250,N,Paid,Enrolled,2025/26
FIN06578,Sophia,Islam,1998-08-06,H,9250,Y,Paid,Enrolled,2025/26
FIN06579,Roisin,Murray,2000-04-26,H,9250,Y,Paid,Enrolled,2025/26
FIN06580,Evie,Ryan,2002-11-06,H,9250,N,Paid,Suspended,2025/26
FIN06581,Grace,Byrne,2007-09-25,H,9250,N,Paid,Suspended,2025/26
FIN06582,Isla,Ferrari,2004-06-29,H,9250,N,Paid,Enrolled,2025/26
FIN06583,Claudia,Khan,1996-01-19,H,9250,N,Partial,Enrolled,2025/26
FIN06584,Anna,Eriksson,2002-11-21,O,15000,N,Paid,Enrolled,2025/26
FIN06585,Isabella,Jones,1990-10-01,H,9250,N,Paid,Inactive,2025/26
FIN06586,Alexander,Berg,2000-12-18,H,9250,N,Paid,Enrolled,2025/26
FIN06587,William,White,2002-03-07,H,9250,N,Paid,Enrolled,2025/26
FIN06588,Emily,Esposito,1999-09-13,O,21000,N,Partial,Inactive,2025/26
FIN06589,Miriam,Andersson,2005-09-19,H,9250,N,Paid,Enrolled,2025/26
FIN06590,Jacob,Esposito,2003-05-26,H,9250,N,Paid,Enrolled,2025/26
FIN06591,Harriet,Jones,1993-12-29,H,9250,N,Paid,Enrolled,2025/26
FIN06592,Charlotte,White,2001-11-12,H,9250,Y,Partial,Enrolled,2025/26
FIN06593,Liam,Brown,1997-01-04,H,9250,Y,Paid,Suspended,2025/26
FIN06594,Noah,Nielsen,1997-01-14,H,9250,N,Paid,Enrolled,2025/26
FIN06595,Alfie,Patel,2005-04-01,H,9250,N,Paid,Enrolled,2025/26
FIN06596,Ellie,Evans,1992-03-12,H,9250,N,Partial,Enrolled,2025/26
FIN06597,Amelia,Cooper,1998-12-04,H,9250,N,Partial,Enrolled,2025/26
FIN06598,Oscar,Jama,2005-10-13,O,18000,N,Paid,Enrolled,2025/26
FIN06599,Edward,Romano,1993-07-02,H,9250,N,Outstanding,Enrolled,2025/26
FIN06600,Rebecca,Eriksson,1992-06-18,O,21000,N,Paid,Enrolled,2025/26
FIN06601,Alexander,Harris,2006-10-21,O,24000,N,Paid,Enrolled,2025/26
FIN06602,Zoe,Singh,2007-11-26,H,9250,N,Paid,Enrolled,2025/26
FIN06603,Nadia,Bah,1998-03-11,O,21000,N,Partial,Enrolled,2025/26
FIN06604,Jack,White,2002-12-21,H,9250,N,Paid,Enrolled,2025/26
FIN06605,Thomas,White,2007-07-05,H,9250,N,Paid,Enrolled,2025/26
FIN06606,Jessica,Romano,1995-04-21,O,9250,N,Paid,Enrolled,2025/26
FIN06607,Reuben,Shah,2004-11-27,H,9250,Y,Paid,Enrolled,2025/26
FIN06608,Marcus,Wong,2002-04-30,H,9250,N,Outstanding,Enrolled,2025/26
FIN06609,Leon,Stewart,2007-04-15,O,24000,N,Partial,Enrolled,2025/26
FIN06610,Daniel,Ndiaye,2007-10-02,O,21000,N,Paid,Enrolled,2025/26
FIN06611,Nadia,Jama,2003-02-17,H,9250,N,Outstanding,Enrolled,2025/26
