lms_id,username,programme,modules_enrolled,last_login_date,account_status
s09401,neriksson8447114@university.ac.uk,Business Management BSc,6,2026-04-29,Active
s09402,yowusu3126558@university.ac.uk,Business Management BSc,4,2026-05-01,Active
s09403,aryan4607980@university.ac.uk,Nursing BSc,7,2026-04-05,Active
s09404,egupta6339107@university.ac.uk,Psychology (BSc),4,2026-04-16,Active
s09405,akhan7358763@university.ac.uk,Mathematics BSc,8,,Inactive
s09406,amorgan8401421@university.ac.uk,Computer Science BSc,8,2026-05-01,Active
s09407,ccox8268655@university.ac.uk,MBA,4,,Inactive
s09409,cyusuf5589160@university.ac.uk,MBA,7,2026-04-02,Active
s09410,nbyrne1715046@university.ac.uk,Civil Engineering MEng,4,,Inactive
s09411,hpatel4413702@university.ac.uk,Data Science MSc,4,2026-04-10,Active
s09412,mbrown9016006@university.ac.uk,Civil Engineering MEng,7,2026-05-01,Active
s09413,rjames2355773@university.ac.uk,English Literature BA,8,2026-04-28,Active
s09414,achen5533913@university.ac.uk,Psychology (BSc),5,2026-04-25,Active
s09415,tlee2386293@university.ac.uk,MBA,4,,Inactive
s09416,nng9344997@university.ac.uk,History BA,4,2026-04-28,Active
s09417,pcheung1349015@university.ac.uk,Computer Science BSc,6,2026-04-26,Active
s09418,ctaylor9386278@university.ac.uk,Nursing BSc,7,2026-04-01,Active
s09419,msingh4165481@university.ac.uk,Mathematics BSc,6,2026-04-19,Active
s09420,cahmed5371743@university.ac.uk,Computer Science BSc,8,2026-04-30,
s09421,rthompson9458862@university.ac.uk,Mathematics BSc,6,2026-03-28,Active
s09422,bho7653430@university.ac.uk,History BA,7,2026-03-24,Active
s09423,fali3410180@university.ac.uk,Computer Science BSc,4,2026-04-16,Active
s09424,eislam4742170@university.ac.uk,Data Science MSc,4,2026-04-25,Active
s09425,cjohnson4320157@university.ac.uk,English Literature BA,5,2026-04-01,Active
s09426,babdi9773309@university.ac.uk,Business Management BSc,8,2026-04-22,
s09427,aokafor9965847@university.ac.uk,History BA,4,2026-04-23,Active
s09428,athomas9263870@university.ac.uk,English Literature BA,6,2026-03-29,Active
s09429,fholm1725311@university.ac.uk,Computer Science BSc,5,2026-04-08,Active
s09430,tkhan6007281@university.ac.uk,MBA,5,2026-04-08,Active
s09431,rhughes1988355@university.ac.uk,English Literature BA,8,2026-04-24,Active
s09433,ohansen8223822@university.ac.uk,English Literature BA,5,2026-04-28,Active
s09435,nfarah2107544@university.ac.uk,Data Science MSc,7,2026-04-09,Active
s09436,odoherty1266188@university.ac.uk,History BA,6,2026-04-11,Active
s09437,bturner3653270@university.ac.uk,Business Management BSc,5,2026-04-06,Active
s09438,kbegum4010600@university.ac.uk,Computer Science BSc,4,,Inactive
s09439,njama2139575@university.ac.uk,History BA,6,2026-04-07,Active
s09440,nbrown9243573@university.ac.uk,Psychology (BSc),8,2026-04-06,Active
s09441,ang8345339@university.ac.uk,History BA,5,2026-04-11,Active
s09442,dpark9096368@university.ac.uk,Nursing BSc,6,2026-04-27,Active
s09443,achan8255003@university.ac.uk,History BA,4,2026-04-29,
s09444,tcheung6448380@university.ac.uk,Psychology (BSc),5,,Inactive
s09445,mmohamed8329985@university.ac.uk,English Literature BA,8,2026-04-29,Active
s09446,ehall5643656@university.ac.uk,Civil Engineering MEng,8,2026-04-21,Active
s09447,mowusu5240245@university.ac.uk,English Literature BA,8,2026-04-06,Active
s09448,sibrahim9117336@university.ac.uk,English Literature BA,5,2026-04-03,Active
s09449,no'brien4171959@university.ac.uk,Psychology (BSc),5,2026-04-04,Active
s09451,ostewart8470723@university.ac.uk,Business Management BSc,5,2026-04-19,Active
s09452,tosei1403577@university.ac.uk,Psychology (BSc),4,2026-04-04,Active
s09453,ihall7546125@university.ac.uk,English Literature BA,8,,Inactive
s09454,jkim4909407@university.ac.uk,History BA,6,2026-04-15,Active
s09455,pyip7229728@university.ac.uk,Business Management BSc,6,2026-04-18,Active
s09456,mpark7452665@university.ac.uk,Computer Science BSc,5,2026-04-15,Active
s09457,mkhan7916722@university.ac.uk,MBA,8,2026-04-24,Active
s09458,mjones1775500@university.ac.uk,Computer Science BSc,8,2026-04-14,Active
s09459,drichardson7889563@university.ac.uk,Nursing BSc,5,2026-04-02,Active
s09460,rdiallo5316307@university.ac.uk,English Literature BA,4,2026-04-04,Active
s09461,ro'brien1816553@university.ac.uk,History BA,6,2026-04-04,Active
s09462,hkaur5388813@university.ac.uk,Mathematics BSc,6,2026-04-21,Active
s09463,oturner2840183@university.ac.uk,Civil Engineering MEng,7,2026-04-12,Active
s09464,mcollins6868991@university.ac.uk,Civil Engineering MEng,5,2026-05-01,Active
s09465,slindqvist4615491@university.ac.uk,Business Management BSc,6,,Inactive
s09466,cthomas8178785@university.ac.uk,Mathematics BSc,6,2026-04-12,
s09467,mcollins6909226@university.ac.uk,MBA,4,2026-04-07,Active
s09468,sturner1423017@university.ac.uk,Computer Science BSc,5,2026-04-29,Active
s09469,jthompson5955311@university.ac.uk,MBA,5,2026-04-20,Active
s09470,rshah1387708@university.ac.uk,Data Science MSc,6,2026-04-14,
s09471,jholm8963211@university.ac.uk,Computer Science BSc,6,2026-04-08,Active
s09472,amitchell2807766@university.ac.uk,Computer Science BSc,8,,Inactive
s09473,prahman7139883@university.ac.uk,Computer Science BSc,7,2026-04-29,Active
s09474,oshaw6110772@university.ac.uk,History BA,6,2026-04-18,Active
s09475,ltoure3635865@university.ac.uk,Psychology (BSc),5,2026-05-01,Active
s09476,alarsen6477355@university.ac.uk,History BA,8,2026-03-25,Active
s09477,rali2074005@university.ac.uk,Civil Engineering MEng,4,2026-04-18,
s09478,jwarsame9489045@university.ac.uk,History BA,5,2026-04-25,Active
s09479,bshaw8357655@university.ac.uk,MBA,8,2026-04-18,Active
s09480,hgreco2910054@university.ac.uk,History BA,5,2026-05-01,Active
s09481,rsingh5890106@university.ac.uk,Psychology (BSc),5,2026-04-03,Active
s09482,skim8417241@university.ac.uk,Business Management BSc,5,2026-04-17,Active
s09483,fowusu8834219@university.ac.uk,Mathematics BSc,6,2026-04-17,Active
s09484,lowusu9060091@university.ac.uk,Business Management BSc,6,,Inactive
s09485,rokafor3327249@university.ac.uk,Data Science MSc,7,2026-04-03,Active
s09486,cng7385785@university.ac.uk,Civil Engineering MEng,4,2026-04-16,Active
s09487,sevans2307246@university.ac.uk,Data Science MSc,4,2026-04-24,Active
s09488,awalker5014932@university.ac.uk,Data Science MSc,6,2026-04-02,Active
s09489,mng2497989@university.ac.uk,Mathematics BSc,5,2026-04-09,Active
s09490,rwalsh5007066@university.ac.uk,Mathematics BSc,5,2026-04-10,Active
s09491,mhassan9331998@university.ac.uk,Psychology (BSc),8,,Inactive
s09492,lrobinson2392083@university.ac.uk,Psychology (BSc),8,2026-04-22,
s09493,mstewart1864291@university.ac.uk,Business Management BSc,8,2026-04-14,Active
s09494,kbegum3000665@university.ac.uk,Psychology (BSc),4,2026-04-26,Active
s09495,alindqvist1985311@university.ac.uk,Psychology (BSc),4,2026-04-10,Active
s09496,jkim8946337@university.ac.uk,Nursing BSc,8,2026-04-26,Active
s09497,lahmed6438326@university.ac.uk,English Literature BA,8,2026-04-28,Active
s09498,ccox7329031@university.ac.uk,Business Management BSc,8,2026-04-11,Active
s09499,lcooper3595503@university.ac.uk,Mathematics BSc,4,,Inactive
s09500,cabdi5480019@university.ac.uk,Business Management BSc,6,2026-04-22,Active
s09501,scampbell3888053@university.ac.uk,Mathematics BSc,5,2026-04-19,Active
s09502,kwong8837252@university.ac.uk,History BA,6,2026-04-09,Active
s09503,slewis6814192@university.ac.uk,English Literature BA,4,2026-04-20,Active
s09504,jesposito1608997@university.ac.uk,Nursing BSc,4,2026-04-10,
s09506,oshah3740694@university.ac.uk,MBA,8,2026-04-06,Active
s09507,zbianchi5885514@university.ac.uk,Civil Engineering MEng,6,,Inactive
s09508,ecampbell9082051@university.ac.uk,Mathematics BSc,4,2026-04-05,Active
s09509,hjama1563010@university.ac.uk,Civil Engineering MEng,7,2026-04-16,Active
s09511,dmccarthy3530427@university.ac.uk,Nursing BSc,6,2026-05-01,Active
s09512,gowusu1047503@university.ac.uk,History BA,6,2026-04-22,Active
s09513,mhussain9580065@university.ac.uk,Data Science MSc,4,,Inactive
s09514,cmccarthy6286089@university.ac.uk,English Literature BA,5,2026-04-20,Active
s09515,ejama9878571@university.ac.uk,MBA,4,2026-04-23,Active
s09516,jthomas3198833@university.ac.uk,History BA,6,2026-04-11,Active
s09517,gmitchell8420138@university.ac.uk,MBA,7,2026-04-07,Active
s09518,rsingh4660896@university.ac.uk,English Literature BA,6,,Inactive
s09519,dpatel5486947@university.ac.uk,Business Management BSc,4,2026-04-10,Active
s09520,kasante7949626@university.ac.uk,History BA,8,2026-04-22,Active
s09521,chussain6275196@university.ac.uk,Psychology (BSc),5,,Inactive
s09523,nmccarthy8313822@university.ac.uk,Nursing BSc,6,2026-04-23,Active
s09524,jbyrne6236577@university.ac.uk,Nursing BSc,7,2026-04-30,Active
s09525,aryan2368490@university.ac.uk,Nursing BSc,7,2026-04-07,Active
s09526,fedwards3603275@university.ac.uk,Business Management BSc,7,2026-04-19,Active
s09527,nmohamed3980609@university.ac.uk,Computer Science BSc,5,2026-04-14,Active
s09528,acampbell2513330@university.ac.uk,English Literature BA,6,,
s09530,eosei7805280@university.ac.uk,Nursing BSc,8,2026-04-23,Active
s09531,akaur6894173@university.ac.uk,Nursing BSc,4,2026-04-14,Active
s09532,nmorgan4301784@university.ac.uk,Civil Engineering MEng,6,2026-04-20,Active
s09533,ayusuf4919490@university.ac.uk,MBA,6,2026-04-05,Active
s09534,hbrooks7897787@university.ac.uk,MBA,8,2026-04-17,Active
s09536,tflynn4387060@university.ac.uk,Data Science MSc,5,2026-04-16,Active
s09538,aryan1814670@university.ac.uk,MBA,4,2026-04-11,Active
s09539,ao'sullivan6614683@university.ac.uk,Nursing BSc,4,2026-04-11,Active
s09540,wosei9252424@university.ac.uk,Psychology (BSc),4,2026-04-14,Active
s09541,ntaylor9413620@university.ac.uk,MBA,6,2026-04-26,Active
s09542,kholm6529979@university.ac.uk,Computer Science BSc,8,2026-04-08,Active
s09543,sbrown5296738@university.ac.uk,Psychology (BSc),8,2026-04-19,Active
s09544,nwood2709217@university.ac.uk,Business Management BSc,5,,Inactive
s09545,jevans5105486@university.ac.uk,MBA,8,2026-04-25,Active
s09546,ccheung9709153@university.ac.uk,English Literature BA,8,2026-04-21,Active
s09548,hmurphy9771962@university.ac.uk,History BA,4,2026-04-03,Active
s09549,rbrooks8900857@university.ac.uk,Computer Science BSc,5,2026-04-24,Active
s09550,fkim1597574@university.ac.uk,Mathematics BSc,8,2026-04-29,Active
s09551,cchen4510441@university.ac.uk,History BA,8,2026-04-03,Active
s09552,mryan1734528@university.ac.uk,Computer Science BSc,8,2026-04-19,Active
s09553,hwilliams6316417@university.ac.uk,Mathematics BSc,8,2026-04-27,Active
s09554,pcheung4680000@university.ac.uk,Business Management BSc,4,2026-03-16,Active
s09555,nyusuf4339029@university.ac.uk,Mathematics BSc,6,2026-04-10,Active
s09556,mchen4881649@university.ac.uk,English Literature BA,5,2026-04-23,Active
s09557,ntoure3096031@university.ac.uk,MBA,6,2026-05-01,Active
s09558,ejama3101926@university.ac.uk,History BA,4,2026-04-04,Active
s09559,ilindqvist2552253@university.ac.uk,Nursing BSc,6,2026-04-02,Active
s09560,iferrari1222237@university.ac.uk,Civil Engineering MEng,8,2026-04-17,Active
s09561,wbrooks5912208@university.ac.uk,MBA,5,2026-04-24,Active
s09562,nmartin6207123@university.ac.uk,Business Management BSc,8,2026-04-10,Active
s09563,twalker1191289@university.ac.uk,Business Management BSc,5,2026-04-20,Active
s09564,sferrari4935613@university.ac.uk,Computer Science BSc,6,2026-04-19,Active
s09565,bjohnson3129331@university.ac.uk,Data Science MSc,8,2026-04-06,Active
s09566,eyip5671472@university.ac.uk,Mathematics BSc,4,2026-04-30,Active
s09567,ldoherty1057480@university.ac.uk,Mathematics BSc,8,2026-04-19,Active
s09568,orahman1891989@university.ac.uk,Computer Science BSc,7,2026-04-09,Active
s09569,alarsen6531935@university.ac.uk,Civil Engineering MEng,4,2026-04-06,Active
s09570,alam7660235@university.ac.uk,Nursing BSc,5,2026-04-20,Active
s09571,kcox4141159@university.ac.uk,Business Management BSc,7,2026-04-13,Active
s09572,eyusuf6810411@university.ac.uk,MBA,8,2026-04-16,Active
s09573,arichardson7819019@university.ac.uk,Civil Engineering MEng,8,2026-04-26,Active
s09574,lclarke2454159@university.ac.uk,Nursing BSc,8,2026-04-14,Active
s09575,lpetersen3624887@university.ac.uk,Data Science MSc,8,2026-04-03,Active
s09576,acox1379843@university.ac.uk,MBA,7,2026-04-15,Active
s09577,aross8876987@university.ac.uk,Computer Science BSc,4,2026-04-15,Active
s09578,hcooper4580445@university.ac.uk,MBA,7,2026-04-29,Active
s09579,hesposito4214260@university.ac.uk,English Literature BA,4,2026-04-17,Active
s09580,ing3929149@university.ac.uk,Data Science MSc,6,2026-04-11,Active
s09581,econti2100846@university.ac.uk,Computer Science BSc,6,2026-04-04,Active
s09582,hlam8648194@university.ac.uk,Computer Science BSc,4,2026-04-21,Active
s09583,ahoward5547646@university.ac.uk,Computer Science BSc,4,2026-04-05,Active
s09584,sbrady1470391@university.ac.uk,History BA,4,,Inactive
s09585,afontana7898857@university.ac.uk,Civil Engineering MEng,6,2026-04-12,Active
s09586,lyusuf6757829@university.ac.uk,Nursing BSc,4,2026-04-17,Active
s09587,fdiop8433663@university.ac.uk,Mathematics BSc,4,2026-04-01,Active
s09588,fsvensson6742546@university.ac.uk,Business Management BSc,7,2026-04-03,Active
s09589,eflynn8007230@university.ac.uk,Business Management BSc,5,2026-04-01,Active
s09590,yricci2780324@university.ac.uk,English Literature BA,8,2026-04-24,Active
s09591,sgupta7766095@university.ac.uk,English Literature BA,8,2026-04-14,Active
s09592,no'sullivan9303849@university.ac.uk,English Literature BA,7,,Inactive
s09593,mreid4629396@university.ac.uk,Psychology (BSc),4,2026-04-18,Active
s09594,jshah3289046@university.ac.uk,English Literature BA,5,,Inactive
s09595,rclarke3933325@university.ac.uk,Business Management BSc,7,2026-04-15,Active
s09596,no'brien8691586@university.ac.uk,Data Science MSc,5,2026-04-25,Active
s09597,fibrahim2636276@university.ac.uk,Nursing BSc,6,2026-04-23,Active
s09598,somar6456246@university.ac.uk,English Literature BA,5,2026-04-01,Active
s09599,rreid6204326@university.ac.uk,Data Science MSc,7,2026-04-20,Active
s09601,dconti9419495@university.ac.uk,Psychology (BSc),8,2026-03-19,Active
s09602,emohamed6165139@university.ac.uk,Mathematics BSc,6,2026-04-09,Active
s09604,sjames2925012@university.ac.uk,History BA,5,2026-04-05,Active
s09606,cferrari2056914@university.ac.uk,History BA,8,,Inactive
s09607,jryan4224291@university.ac.uk,MBA,5,2026-04-23,Active
s09608,sgraham1197155@university.ac.uk,Civil Engineering MEng,5,2026-04-15,Active
s09609,gfontana3347993@university.ac.uk,History BA,4,2026-04-26,Active
s09610,jlam4871438@university.ac.uk,Psychology (BSc),8,2026-04-17,Active
s09611,mwhite5115098@university.ac.uk,Mathematics BSc,6,2026-04-01,Active
s09612,jlam3468350@university.ac.uk,Data Science MSc,6,,Inactive
s09613,cesposito7165170@university.ac.uk,English Literature BA,6,2026-04-02,Active
s09614,lwood3562937@university.ac.uk,History BA,5,2026-04-26,Active
s09615,hdiop9362202@university.ac.uk,MBA,8,2026-04-29,Active
s09616,amccarthy9641967@university.ac.uk,Data Science MSc,6,2026-04-26,Active
s09617,yevans2920072@university.ac.uk,Computer Science BSc,6,,Inactive
s09618,ahall2650499@university.ac.uk,Business Management BSc,5,2026-04-20,Active
s09619,hjackson3076876@university.ac.uk,History BA,7,2026-04-27,Active
s09620,rroberts6750984@university.ac.uk,Business Management BSc,6,2026-04-01,Active
s09621,pshah6256459@university.ac.uk,History BA,8,2026-04-16,Active
s09622,lbianchi2740726@university.ac.uk,Computer Science BSc,6,2026-04-17,Active
s09623,to'sullivan3489246@university.ac.uk,English Literature BA,5,2026-05-01,Active
s09624,akumar6796311@university.ac.uk,Civil Engineering MEng,7,2026-05-01,Active
s09625,agreco1880505@university.ac.uk,Nursing BSc,7,2026-04-24,Active
s09626,zcheung2607546@university.ac.uk,Data Science MSc,8,2026-04-07,Active
s09627,abyrne9215467@university.ac.uk,Data Science MSc,7,2026-04-12,Active
s09628,llarsen3056297@university.ac.uk,English Literature BA,6,2026-04-14,Active
s09629,chussein7069048@university.ac.uk,Mathematics BSc,4,2026-04-30,Active
s09630,clarsen7884637@university.ac.uk,Psychology (BSc),5,2026-04-30,Active
s09631,rndiaye8416000@university.ac.uk,History BA,6,2026-03-23,Active
s09632,candersson6474358@university.ac.uk,Nursing BSc,6,2026-04-29,Active
s09633,rdiop2594317@university.ac.uk,Mathematics BSc,5,2026-04-05,Active
s09634,croberts8493512@university.ac.uk,Nursing BSc,5,2026-04-09,Active
s09635,jasante5100112@university.ac.uk,Psychology (BSc),6,2026-04-19,Active
s09636,dwatson6857738@university.ac.uk,Business Management BSc,7,2026-04-10,Active
s09637,hhoward3908312@university.ac.uk,History BA,8,2026-04-27,Active
s09638,eho8787746@university.ac.uk,Psychology (BSc),6,2026-04-06,
s09639,cyip3289259@university.ac.uk,Data Science MSc,4,2026-04-27,Active
s09640,rahmed7185906@university.ac.uk,Data Science MSc,6,2026-04-02,Active
s09641,rnielsen8876617@university.ac.uk,History BA,4,2026-04-09,Active
s09642,cbyrne4658564@university.ac.uk,Civil Engineering MEng,6,2026-04-21,Active
s09643,ribrahim2745704@university.ac.uk,English Literature BA,6,2026-04-08,Active
s09644,rhassan1521315@university.ac.uk,English Literature BA,4,2026-04-25,Active
s09645,ksharma1845436@university.ac.uk,Data Science MSc,8,2026-03-13,Active
s09646,hyusuf6363435@university.ac.uk,Data Science MSc,4,2026-04-06,Active
s09647,sjohnson6457932@university.ac.uk,Psychology (BSc),8,2026-04-21,Active
s09648,ekumar1627237@university.ac.uk,Computer Science BSc,8,2026-04-25,Active
s09650,swarsame4530572@university.ac.uk,Civil Engineering MEng,4,2026-04-30,Active
s09652,ifontana5820094@university.ac.uk,MBA,5,2026-04-25,Active
s09653,jo'sullivan1369894@university.ac.uk,Psychology (BSc),4,2026-04-02,Active
s09654,oho3654873@university.ac.uk,MBA,5,2026-04-20,Active
s09655,rhoward9416323@university.ac.uk,MBA,6,2026-04-23,Active
s09656,ifarah1025742@university.ac.uk,Psychology (BSc),5,2026-04-20,Active
s09657,jmorgan6263131@university.ac.uk,Data Science MSc,7,2026-04-11,Active
s09658,iwarsame7915754@university.ac.uk,Data Science MSc,6,2026-04-17,Active
s09659,jjames8404946@university.ac.uk,History BA,6,2026-04-13,Active
s09660,eowusu4382653@university.ac.uk,MBA,5,2026-04-01,Active
s09661,pwalker8136104@university.ac.uk,Mathematics BSc,5,2026-04-11,Active
s09662,nosei3578635@university.ac.uk,Psychology (BSc),7,2026-04-07,Active
s09663,yward8207238@university.ac.uk,Mathematics BSc,6,2026-04-22,Active
s09664,josei2665237@university.ac.uk,Nursing BSc,5,2026-04-13,Active
s09665,jwarsame9020436@university.ac.uk,English Literature BA,4,2026-04-22,Active
s09666,kpatel2528719@university.ac.uk,History BA,8,,Inactive
s09667,jbegum4219771@university.ac.uk,English Literature BA,8,2026-04-10,Active
s09668,ewong2271375@university.ac.uk,History BA,5,2026-04-27,Active
s09669,dcosta6623255@university.ac.uk,Civil Engineering MEng,7,2026-04-05,Active
s09670,rabdi2912296@university.ac.uk,Psychology (BSc),5,2026-04-22,Active
s09671,smartin8094609@university.ac.uk,English Literature BA,7,2026-04-27,
s09672,jlam7595316@university.ac.uk,Mathematics BSc,6,,Inactive
s09673,mhussain6145316@university.ac.uk,Psychology (BSc),4,2026-04-26,
s09674,clam1366932@university.ac.uk,Mathematics BSc,6,2026-04-21,Active
s09675,lrobinson7523727@university.ac.uk,MBA,4,2026-04-14,Active
s09676,fjohnson5290351@university.ac.uk,English Literature BA,7,2026-04-15,Active
s09677,jturner2449916@university.ac.uk,MBA,5,2026-04-17,Active
s09678,ericci4327765@university.ac.uk,Data Science MSc,5,2026-04-19,Active
s09679,sali4459870@university.ac.uk,Nursing BSc,5,,Inactive
s09680,cnielsen7983363@university.ac.uk,Civil Engineering MEng,5,2026-04-07,Active
s09681,wtaylor8897527@university.ac.uk,Civil Engineering MEng,6,2026-04-27,Active
s09682,fpatel8712451@university.ac.uk,English Literature BA,6,2026-04-07,Active
s09683,cho4065586@university.ac.uk,Business Management BSc,7,2026-04-27,Active
s09684,dchan9142445@university.ac.uk,Nursing BSc,4,,Inactive
s09685,abrooks5783951@university.ac.uk,Computer Science BSc,4,2026-04-18,Active
s09686,lfontana4611314@university.ac.uk,History BA,4,2026-04-05,Active
s09687,jkaur6968311@university.ac.uk,Civil Engineering MEng,5,2026-04-21,Active
s09688,jndiaye2299672@university.ac.uk,Psychology (BSc),6,2026-04-23,Active
s09689,mcheung2433691@university.ac.uk,Data Science MSc,8,2026-05-01,Active
s09690,dwood4915343@university.ac.uk,MBA,8,2026-04-02,Active
s09691,gconti3089715@university.ac.uk,Computer Science BSc,5,2026-04-05,Active
s09692,ojohnson1406012@university.ac.uk,Psychology (BSc),8,2026-04-06,Active
s09693,eryan8138844@university.ac.uk,English Literature BA,4,2026-04-14,Active
s09694,mprice3593084@university.ac.uk,Nursing BSc,4,2026-04-18,Active
s09695,sflynn5608054@university.ac.uk,Civil Engineering MEng,7,2026-04-30,Active
s09696,hlee6200058@university.ac.uk,History BA,5,2026-04-14,Active
s09697,jtoure1001497@university.ac.uk,Computer Science BSc,7,,Inactive
s09698,ncheung5634690@university.ac.uk,Civil Engineering MEng,4,2026-04-22,Active
s09699,djohnson4969871@university.ac.uk,Business Management BSc,6,,Inactive
s09700,hcooper8639965@university.ac.uk,Business Management BSc,5,2026-04-13,Active
s09701,rfarah4797291@university.ac.uk,Business Management BSc,7,2026-04-26,Active
s09702,zbrooks2601752@university.ac.uk,Data Science MSc,7,2026-04-21,
s09703,rryan9283370@university.ac.uk,MBA,4,2026-04-28,Active
s09704,ajones9616939@university.ac.uk,English Literature BA,7,,Inactive
s09705,amohamed5094627@university.ac.uk,Psychology (BSc),4,2026-04-21,
s09706,hdiallo8802961@university.ac.uk,Civil Engineering MEng,6,2026-04-14,Active
s09707,lwilliams4075669@university.ac.uk,Psychology (BSc),7,2026-04-03,Active
s09708,jesposito8447690@university.ac.uk,Psychology (BSc),4,2026-04-12,Active
s09709,gosei1885663@university.ac.uk,Civil Engineering MEng,4,2026-03-07,Active
s09710,jbrady5793527@university.ac.uk,MBA,6,2026-03-26,Active
s09711,hlarsen5705499@university.ac.uk,Data Science MSc,7,2026-04-14,Active
s09712,dfarah9285574@university.ac.uk,Data Science MSc,6,2026-05-01,Active
s09713,ahassan3377527@university.ac.uk,Nursing BSc,6,2026-04-05,Active
s09714,mdiop2585052@university.ac.uk,English Literature BA,6,2026-04-19,Active
s09715,ericci1462506@university.ac.uk,Nursing BSc,7,2026-04-04,Active
s09716,kryan2337927@university.ac.uk,MBA,8,2026-04-03,Active
s09717,sandersson5532945@university.ac.uk,Psychology (BSc),4,2026-04-27,Active
s09718,hndiaye4487090@university.ac.uk,English Literature BA,4,2026-04-25,Active
s09719,pclarke1210782@university.ac.uk,Nursing BSc,6,2026-04-04,Active
s09720,ktoure1418102@university.ac.uk,Nursing BSc,6,2026-04-14,Active
s09721,rrobinson1291671@university.ac.uk,Business Management BSc,8,2026-04-05,Active
s09722,dshah7434946@university.ac.uk,Data Science MSc,5,2026-04-05,Active
s09723,mkumar7916323@university.ac.uk,Mathematics BSc,4,2026-04-22,Active
s09724,tryan1011670@university.ac.uk,Nursing BSc,5,2026-04-14,Active
s09725,aevans8256390@university.ac.uk,Computer Science BSc,6,2026-04-24,Active
s09726,freid6908897@university.ac.uk,Business Management BSc,4,2026-04-28,Active
s09728,njackson9260466@university.ac.uk,History BA,4,2026-04-02,Active
s09729,co'brien1246747@university.ac.uk,Data Science MSc,6,2026-04-25,Active
s09730,phassan9816196@university.ac.uk,MBA,5,,Inactive
s09731,sbegum9827107@university.ac.uk,Civil Engineering MEng,5,2026-04-26,Active
s09732,mwarsame5266935@university.ac.uk,MBA,7,2026-04-03,Active
s09734,go'sullivan2831708@university.ac.uk,Computer Science BSc,7,2026-04-29,Active
s09735,zpatel4238217@university.ac.uk,MBA,8,2026-04-18,Active
s09736,csingh7331903@university.ac.uk,Computer Science BSc,8,2026-04-02,Active
s09737,pdiallo2645372@university.ac.uk,Civil Engineering MEng,5,2026-04-05,Active
s09738,cosei1879491@university.ac.uk,History BA,6,2026-04-30,Active
s09739,nreid6965655@university.ac.uk,Data Science MSc,5,2026-04-15,Active
s09740,mlewis1487489@university.ac.uk,Data Science MSc,4,2026-04-26,Active
s09741,mandersson3403699@university.ac.uk,Mathematics BSc,7,2026-04-17,Active
s09742,stoure9856689@university.ac.uk,Computer Science BSc,7,2026-04-20,Active
s09743,elarsen1378186@university.ac.uk,Civil Engineering MEng,5,2026-04-09,Active
s09744,bcollins3498923@university.ac.uk,Nursing BSc,4,2026-04-18,Active
s09745,mbianchi5465804@university.ac.uk,Nursing BSc,5,2026-04-01,Active
s09746,wchan1657997@university.ac.uk,Psychology (BSc),5,2026-04-07,
s09747,wcheung2636623@university.ac.uk,Computer Science BSc,5,2026-04-09,Active
s09748,ffontana6726001@university.ac.uk,English Literature BA,4,2026-04-03,Active
s09749,ywilliams3047646@university.ac.uk,MBA,7,2026-03-15,Active
s09750,cfontana6416335@university.ac.uk,Psychology (BSc),6,,Inactive
s09751,aricci9638503@university.ac.uk,Psychology (BSc),8,2026-04-14,Active
s09752,ikumar2972342@university.ac.uk,Psychology (BSc),4,2026-04-29,Active
s09753,abianchi5666985@university.ac.uk,Civil Engineering MEng,7,2026-04-04,Active
s09754,hjones7932516@university.ac.uk,Data Science MSc,5,2026-04-25,Active
s09755,nmancini8887402@university.ac.uk,Psychology (BSc),6,2026-04-20,Active
s09756,sdiop7317240@university.ac.uk,Data Science MSc,8,2026-04-28,Active
s09757,asvensson6351034@university.ac.uk,Data Science MSc,8,2026-04-12,Active
s09758,lcollins2038230@university.ac.uk,Computer Science BSc,4,,Inactive
s09759,oahmed7880496@university.ac.uk,Civil Engineering MEng,5,2026-04-07,Active
s09761,bberg4498721@university.ac.uk,Psychology (BSc),5,2026-05-01,
s09762,nhussain9267650@university.ac.uk,Civil Engineering MEng,6,2026-04-19,Active
s09763,ewilliams6816510@university.ac.uk,Psychology (BSc),8,2026-04-12,Active
s09765,mbianchi3669719@university.ac.uk,MBA,4,2026-04-03,Active
s09766,sthompson6605477@university.ac.uk,Business Management BSc,5,2026-04-24,Active
s09767,ithompson3229057@university.ac.uk,Business Management BSc,8,2026-04-30,Active
s09768,yryan9094207@university.ac.uk,Computer Science BSc,8,2026-04-17,Active
s09770,mokafor7501499@university.ac.uk,MBA,7,,Inactive
s09773,pjones9312212@university.ac.uk,Computer Science BSc,6,2026-04-16,Active
s09774,oprice3636891@university.ac.uk,Psychology (BSc),5,2026-04-15,Active
s09775,lbah2310115@university.ac.uk,English Literature BA,7,,Inactive
s09776,acheung1321280@university.ac.uk,Data Science MSc,6,2026-04-12,Active
s09777,mwhite7600870@university.ac.uk,Computer Science BSc,7,2026-04-21,Active
s09778,nbah7289498@university.ac.uk,Mathematics BSc,5,2026-04-03,Active
s09779,bryan5668948@university.ac.uk,Data Science MSc,4,2026-05-01,Active
s09780,ppark4915513@university.ac.uk,History BA,7,2026-04-08,Active
s09781,mmitchell8320900@university.ac.uk,Computer Science BSc,7,2026-04-20,Active
s09782,lwatson3920413@university.ac.uk,Psychology (BSc),8,2026-04-17,Active
